"Country_iso","Year","Temperature"
"WSM",1903,26.1941666666667
"YEM",1903,25.0758333333333
"ZAF",1903,16.6625
"ZMB",1903,21.8541666666667
"ZWE",1903,21.5983333333333
"ABW",1904,27.6166666666667
"AFG",1904,12.1766666666667
"AGO",1904,21.2808333333333
"AIA",1904,25.9416666666667
"ALB",1904,11.6391666666667
"AND",1904,7.00416666666667
"ARE",1904,26.7125
"ARG",1904,14.7358333333333
"ARM",1904,6.43083333333333
"ASM",1904,25.6916666666667
"ATG",1904,25.5
"AUS",1904,21.12
"AUT",1904,6.19916666666667
"AZE",1904,11.8225
"BDI",1904,19.8983333333333
"BEL",1904,9.3575
"BEN",1904,27.585
"BFA",1904,28.7508333333333
"BGD",1904,24.9825
"BGR",1904,10.2058333333333
"BHR",1904,25.8566666666667
"BHS",1904,23.77
"BIH",1904,9.31
"BLR",1904,5.42833333333333
"BLZ",1904,24.9808333333333
"BMU",1904,21.2583333333333
"BOL",1904,20.6008333333333
"BRA",1904,24.6633333333333
"BRB",1904,25.5475
"BRN",1904,26.555
"BTN",1904,9.52083333333333
"BWA",1904,20.7333333333333
"CAF",1904,24.9866666666667
"CAN",1904,-5.8925
"CCK",1904,26.4333333333333
"CHE",1904,5.45916666666667
"CHL",1904,9.40833333333333
"CHN",1904,6.5125
"CIV",1904,26.4016666666667
"CMR",1904,24.295
"COD",1904,24.0208333333333
"COG",1904,24.2158333333333
"COK",1904,23.9583333333333
"COL",1904,24.4233333333333
"COM",1904,22.7433333333333
"CPV",1904,22.7125
"CRI",1904,24.2791666666667
"CUB",1904,24.5175
"CXR",1904,25.025
"CYM",1904,26.7083333333333
"CYP",1904,17.0391666666667
"CZE",1904,7.48083333333333
"DEU",1904,8.48
"DJI",1904,27.93
"DMA",1904,25.3683333333333
"DNK",1904,7.515
"DOM",1904,22.9825
"DZA",1904,22.875
"ECU",1904,21.1066666666667
"EGY",1904,21.3016666666667
"ERI",1904,25.845
"ESH",1904,22.995
"ESP",1904,12.8416666666667
"EST",1904,4.10333333333333
"ETH",1904,22.7183333333333
"FIN",1904,0.245833333333333
"FJI",1904,24.3383333333333
"FLK",1904,6.415
"FRA",1904,10.4008333333333
"FRO",1904,5.43416666666667
"FSM",1904,26.5333333333333
"GAB",1904,24.5433333333333
"GBR",1904,8.115
"GEO",1904,7.61083333333333
"GHA",1904,27.2275
"GIB",1904,17.2833333333333
"GIN",1904,25.3708333333333
"GLP",1904,24.4925
"GMB",1904,27.5933333333333
"GNB",1904,27.32
"GNQ",1904,24.0516666666667
"GRC",1904,13.2591666666667
"GRD",1904,25.2583333333333
"GRL",1904,-20.34
"GTM",1904,22.9808333333333
"GUF",1904,26.0591666666667
"GUM",1904,27.4616666666667
"GUY",1904,25.5908333333333
"HND",1904,24.0575
"HRV",1904,10.655
"HTI",1904,23.5691666666667
"HUN",1904,10.3183333333333
"IDN",1904,25.3591666666667
"IND",1904,24.0141666666667
"IOT",1904,27.4333333333333
"IRL",1904,8.78166666666667
"IRN",1904,16.7166666666667
"IRQ",1904,21.4
"ISL",1904,0.813333333333333
"ISR",1904,17.85
"ITA",1904,12.2825
"JAM",1904,24.6983333333333
"JOR",1904,17.2916666666667
"JPN",1904,10.1583333333333
"KAZ",1904,5.7175
"KEN",1904,23.8733333333333
"KGZ",1904,1.10833333333333
"KHM",1904,26.4166666666667
"KIR",1904,27.495
"KNA",1904,25.7083333333333
"KOR",1904,10.7216666666667
"KWT",1904,24.5533333333333
"LAO",1904,23.2816666666667
"LBN",1904,13.2358333333333
"LBR",1904,25.1966666666667
"LBY",1904,21.8166666666667
"LCA",1904,25.79
"LIE",1904,6.50666666666667
"LKA",1904,26.0433333333333
"LSO",1904,10.7441666666667
"LTU",1904,5.4575
"LUX",1904,8.69583333333333
"LVA",1904,4.89166666666667
"MAC",1904,21.5166666666667
"MAR",1904,17.28
"MCO",1904,12.5333333333333
"MDA",1904,9.31083333333333
"MDG",1904,22.6958333333333
"MDV",1904,27.625
"MEX",1904,20.2175
"MHL",1904,27.4
"MKD",1904,9.94
"MLI",1904,28.6775
"MLT",1904,18.2691666666667
"MMR",1904,23.1
"MNE",1904,8.96083333333333
"MNG",1904,-0.825
"MNP",1904,27.3083333333333
"MOZ",1904,23.32
"MRT",1904,28.0458333333333
"MSR",1904,24.025
"MTQ",1904,25.0808333333333
"MUS",1904,22.6625
"MWI",1904,21.5683333333333
"MYS",1904,25.6275
"MYT",1904,24.6166666666667
"NAM",1904,19.7091666666667
"NCL",1904,21.7208333333333
"NER",1904,27.4225
"NFK",1904,18.5166666666667
"NGA",1904,26.8125
"NIC",1904,25.34
"NIU",1904,23.7716666666667
"NLD",1904,9.27333333333333
"NOR",1904,0.415833333333333
"NPL",1904,13.2725
"NRU",1904,27.7333333333333
"NZL",1904,9.36666666666667
"OMN",1904,26.755
"PAK",1904,20.3458333333333
"PAN",1904,25.1491666666667
"PCN",1904,NA
"PER",1904,18.9358333333333
"PHL",1904,24.8266666666667
"PLW",1904,27.5333333333333
"PNG",1904,24.145
"POL",1904,7.44833333333333
"PRI",1904,23.1433333333333
"PRK",1904,5.93416666666667
"PRT",1904,14.7583333333333
"PRY",1904,23.5391666666667
"PSE",1904,17.2883333333333
"PYF",1904,20.8666666666667
"QAT",1904,26.2391666666667
"REU",1904,19.4816666666667
"ROU",1904,8.8925
"RUS",1904,-5.2825
"RWA",1904,18.4975
"SAU",1904,24.5058333333333
"SDN",1904,26.8883333333333
"SEN",1904,28.145
"SGP",1904,26.65
"SHN",1904,17.3833333333333
"SJM",1904,-9.05833333333333
"SLB",1904,25.5991666666667
"SLE",1904,26.1808333333333
"SLV",1904,24.5675
"SMR",1904,11.7283333333333
"SOM",1904,26.5266666666667
"SRB",1904,10.4225
"SSD",1904,27.0875
"STP",1904,23.6333333333333
"SUR",1904,26.24
"SVK",1904,7.69166666666667
"SVN",1904,8.62416666666667
"SWE",1904,1.235
"SWZ",1904,19.2683333333333
"SYC",1904,26.2291666666667
"SYR",1904,17.0125
"TCA",1904,24.9833333333333
"TCD",1904,26.9158333333333
"TGO",1904,26.94
"THA",1904,26.0508333333333
"TJK",1904,2.58916666666667
"TKL",1904,27.3166666666667
"TKM",1904,15.0116666666667
"TLS",1904,24.405
"TON",1904,24.0583333333333
"TTO",1904,25.385
"TUN",1904,19.0466666666667
"TUR",1904,10.3358333333333
"TUV",1904,27.9866666666667
"TZA",1904,21.9433333333333
"UGA",1904,22.1008333333333
"UKR",1904,7.45416666666667
"URY",1904,16.9041666666667
"USA",1904,8.05916666666667
"UZB",1904,12.1208333333333
"VCT",1904,24.9916666666667
"VEN",1904,24.6483333333333
"VGB",1904,24.85
"VIR",1904,25.2916666666667
"VNM",1904,24.1008333333333
"VUT",1904,23.895
"WLF",1904,26.1
"WSM",1904,25.9358333333333
"YEM",1904,25.0525
"ZAF",1904,16.7025
"ZMB",1904,21.2583333333333
"ZWE",1904,20.5516666666667
"ABW",1905,27.6666666666667
"AFG",1905,11.9183333333333
"AGO",1905,21.3333333333333
"AIA",1905,26.325
"ALB",1905,11.3975
"AND",1905,6.235
"ARE",1905,26.6375
"ARG",1905,14.3733333333333
"ARM",1905,6.82166666666667
"ASM",1905,25.775
"ATG",1905,25.825
"AUS",1905,21.2191666666667
"AUT",1905,5.74833333333333
"AZE",1905,12.1491666666667
"BDI",1905,19.7875
"BEL",1905,9.00083333333333
"BEN",1905,27.1358333333333
"BFA",1905,28.2916666666667
"BGD",1905,24.5916666666667
"BGR",1905,10.355
"BHR",1905,25.7383333333333
"BHS",1905,24.3316666666667
"BIH",1905,8.8975
"BLR",1905,6.255
"BLZ",1905,25.0758333333333
