Country_num,Country_iso,Year,Temperature
C458,MYS,1903,25.6958333333333
C175,MYT,1903,24.6666666666667
C516,NAM,1903,19.745
C540,NCL,1903,22.7375
C562,NER,1903,27.4216666666667
C574,NFK,1903,18.9666666666667
C566,NGA,1903,26.8641666666667
C558,NIC,1903,25.3583333333333
C570,NIU,1903,23.9625
C528,NLD,1903,9.3725
C578,NOR,1903,1.0275
C524,NPL,1903,13.4333333333333
C520,NRU,1903,27.7333333333333
C554,NZL,1903,9.53
C512,OMN,1903,26.6783333333333
C586,PAK,1903,19.8841666666667
C591,PAN,1903,25.1491666666667
C612,PCN,1903,
C604,PER,1903,19.0316666666667
C608,PHL,1903,25.44
C585,PLW,1903,27.5333333333333
C598,PNG,1903,24.64
C616,POL,1903,8.0725
C630,PRI,1903,23.6616666666667
C408,PRK,1903,6.12916666666667
C620,PRT,1903,14.4191666666667
C600,PRY,1903,23.5966666666667
C275,PSE,1903,16.6475
C258,PYF,1903,22.5833333333333
C634,QAT,1903,25.85
C638,REU,1903,19.4866666666667
C642,ROU,1903,9.4925
C643,RUS,1903,-5.20083333333333
C646,RWA,1903,18.7875
C682,SAU,1903,24.2941666666667
C729,SDN,1903,26.5925
C686,SEN,1903,28.3725
C702,SGP,1903,26.6333333333333
C654,SHN,1903,17.4583333333333
C744,SJM,1903,-9.02
C090,SLB,1903,25.6016666666667
C694,SLE,1903,26.355
C222,SLV,1903,24.6366666666667
C674,SMR,1903,11.2033333333333
C706,SOM,1903,26.7058333333333
C688,SRB,1903,10.53
C728,SSD,1903,27.1258333333333
C678,STP,1903,23.9333333333333
C740,SUR,1903,26.63
C703,SVK,1903,7.86416666666667
C705,SVN,1903,8.24083333333333
C752,SWE,1903,2.075
C748,SWZ,1903,19.4791666666667
C690,SYC,1903,25.9208333333333
C760,SYR,1903,16.695
C796,TCA,1903,25.175
C148,TCD,1903,26.91
C768,TGO,1903,26.94
C764,THA,1903,26.1975
C762,TJK,1903,1.695
C772,TKL,1903,27.5416666666667
C795,TKM,1903,14.8966666666667
C626,TLS,1903,24.8825
C776,TON,1903,24.1333333333333
C780,TTO,1903,25.6833333333333
C788,TUN,1903,18.6925
C792,TUR,1903,10.6825
C798,TUV,1903,27.9866666666667
C834,TZA,1903,22.3041666666667
C800,UGA,1903,22.6091666666667
C804,UKR,1903,8.685
C858,URY,1903,17.0108333333333
C840,USA,1903,7.87833333333333
C860,UZB,1903,11.7133333333333
C670,VCT,1903,25.2333333333333
C862,VEN,1903,24.7691666666667
C092,VGB,1903,25.375
C850,VIR,1903,25.7916666666667
C704,VNM,1903,24.1666666666667
C548,VUT,1903,24.4008333333333
C876,WLF,1903,26.3333333333333
C882,WSM,1903,26.1941666666667
C887,YEM,1903,25.0758333333333
C710,ZAF,1903,16.6625
C894,ZMB,1903,21.8541666666667
C716,ZWE,1903,21.5983333333333
C533,ABW,1904,27.6166666666667
C004,AFG,1904,12.1766666666667
C024,AGO,1904,21.2808333333333
C660,AIA,1904,25.9416666666667
C008,ALB,1904,11.6391666666667
C020,AND,1904,7.00416666666667
C784,ARE,1904,26.7125
C032,ARG,1904,14.7358333333333
C051,ARM,1904,6.43083333333333
C016,ASM,1904,25.6916666666667
C028,ATG,1904,25.5
C036,AUS,1904,21.12
C040,AUT,1904,6.19916666666667
C031,AZE,1904,11.8225
C108,BDI,1904,19.8983333333333
C056,BEL,1904,9.3575
C204,BEN,1904,27.585
C854,BFA,1904,28.7508333333333
C050,BGD,1904,24.9825
C100,BGR,1904,10.2058333333333
C048,BHR,1904,25.8566666666667
C044,BHS,1904,23.77
C070,BIH,1904,9.31
C112,BLR,1904,5.42833333333333
C084,BLZ,1904,24.9808333333333
C060,BMU,1904,21.2583333333333
C068,BOL,1904,20.6008333333333
C076,BRA,1904,24.6633333333333
C052,BRB,1904,25.5475
C096,BRN,1904,26.555
C064,BTN,1904,9.52083333333333
C072,BWA,1904,20.7333333333333
C140,CAF,1904,24.9866666666667
C124,CAN,1904,-5.8925
C166,CCK,1904,26.4333333333333
C756,CHE,1904,5.45916666666667
C152,CHL,1904,9.40833333333333
C156,CHN,1904,6.5125
C384,CIV,1904,26.4016666666667
C120,CMR,1904,24.295
C180,COD,1904,24.0208333333333
C178,COG,1904,24.2158333333333
C184,COK,1904,23.9583333333333
C170,COL,1904,24.4233333333333
C174,COM,1904,22.7433333333333
C132,CPV,1904,22.7125
C188,CRI,1904,24.2791666666667
C192,CUB,1904,24.5175
C162,CXR,1904,25.025
C136,CYM,1904,26.7083333333333
C196,CYP,1904,17.0391666666667
C203,CZE,1904,7.48083333333333
C276,DEU,1904,8.48
C262,DJI,1904,27.93
C212,DMA,1904,25.3683333333333
C208,DNK,1904,7.515
C214,DOM,1904,22.9825
C012,DZA,1904,22.875
