iso_o,iso_o_num,iso_d,iso_d_num,contig,dist,distcap
NAM,C516,AGO,C024,1,1582.875,1582.875
TMP,,AGO,C024,0,12285.98,12285.98
ISL,C352,AGO,C024,0,8642.954,8642.954
CIV,C384,AGO,C024,0,2480.138,2694.584
NPL,C524,AGO,C024,0,8745.843,8745.843
FJI,C242,AGO,C024,0,16618.51,16618.51
NFK,C574,AGO,C024,0,15020.05,15020.05
LTU,C440,AGO,C024,0,7158.965,7158.965
LAO,C418,AGO,C024,0,10254.81,10254.81
COG,C178,AGO,C024,0,556.9467,556.9467
KOR,C410,AGO,C024,0,12705.4,12705.4
BLZ,C084,AGO,C024,0,11578.9,11578.9
OMN,C512,AGO,C024,0,6115.173,6115.173
SWE,C752,AGO,C024,0,7599.202,7599.202
VNM,C704,AGO,C024,0,10637.65,10637.65
AZE,C031,AGO,C024,0,6643.251,6643.251
ARE,C784,AGO,C024,0,5805.255,5805.255
SAU,C682,AGO,C024,0,5207.322,5207.322
NER,C562,AGO,C024,0,2778.376,2778.376
BRA,C076,AGO,C024,0,6559.966,6674.706
LBR,C430,AGO,C024,0,3154.236,3154.236
KGZ,C417,AGO,C024,0,8454.77,8454.77
MTQ,C474,AGO,C024,0,8605.604,8605.604
DEU,C276,AGO,C024,0,6738.352,6830.042
GNB,C624,AGO,C024,0,3941.227,3941.227
TGO,C768,AGO,C024,0,2128.469,2128.469
MYS,C458,AGO,C024,0,9900.254,9900.254
COK,C184,AGO,C024,0,16605.09,16605.09
JAM,C388,AGO,C024,0,10324.34,10324.34
TUV,C798,AGO,C024,0,17554.26,17554.26
AIA,C660,AGO,C024,0,8901.464,8901.464
SMR,C674,AGO,C024,0,5875.244,5875.244
SYC,C690,AGO,C024,0,4687.008,4687.008
YUG,,AGO,C024,0,6017.293,6017.293
NZL,C554,AGO,C024,0,13836.31,13836.31
TON,C776,AGO,C024,0,16570.23,16570.23
LCA,C662,AGO,C024,0,8580.775,8580.775
WLF,C876,AGO,C024,0,17358.19,17358.19
DZA,C012,AGO,C024,0,5194.244,5194.244
NOR,C578,AGO,C024,0,7655.045,7655.045
MLI,C466,AGO,C024,0,3352.429,3352.429
SWZ,C748,AGO,C024,0,2711.923,2711.923
ZWE,C716,AGO,C024,0,2170.012,2170.012
ETH,C231,AGO,C024,0,3464.567,3464.567
MEX,C484,AGO,C024,0,12686,12686
BEN,C204,AGO,C024,0,2071.837,2064.176
MOZ,C508,AGO,C024,0,2794.277,2794.277
NIU,C570,AGO,C024,0,16914.76,16914.76
MRT,C478,AGO,C024,0,4395.738,4395.738
FIN,C246,AGO,C024,0,7746.235,7746.235
GTM,C320,AGO,C024,0,11735.94,11735.94
AUT,C040,AGO,C024,0,6357.017,6357.017
TKL,C772,AGO,C024,0,17965.46,17965.46
MHL,C584,AGO,C024,0,17596.71,17596.71
ZAR,,AGO,C024,1,553.1064,553.1064
VGB,C092,AGO,C024,0,9066.944,9066.944
SYR,C760,AGO,C024,0,5305.969,5305.969
MDV,C462,AGO,C024,0,6836.069,6836.069
LBY,C434,AGO,C024,0,4626.358,4626.358
CZE,C203,AGO,C024,0,6560.238,6560.238
BLR,C112,AGO,C024,0,7104.678,7104.678
ZMB,C894,AGO,C024,1,1791.822,1791.822
BGD,C050,AGO,C024,0,9121.098,9121.098
EGY,C818,AGO,C024,0,4736.951,4736.951
PYF,C258,AGO,C024,0,16543.5,16543.5
AND,C020,AGO,C024,0,5837.088,5837.088
NRU,C520,AGO,C024,0,16933.59,16933.59
KAZ,C398,AGO,C024,0,8643.737,8689.369
WSM,C882,AGO,C024,0,16571.79,16571.79
BTN,C064,AGO,C024,0,9162.635,9162.635
TTO,C780,AGO,C024,0,8557.671,8557.671
FRA,C250,AGO,C024,0,6510.322,6510.322
CHN,C156,AGO,C024,0,11769.51,11769.51
SHN,C654,AGO,C024,0,2203.998,2203.998
SVK,C703,AGO,C024,0,6355.751,6355.751
YEM,C887,AGO,C024,0,4352.742,4352.742
ABW,C533,AGO,C024,0,9516.913,9516.913
ZAF,C710,AGO,C024,0,2844.23,2458.174
HRV,C191,AGO,C024,0,6086.698,6086.698
SLB,C090,AGO,C024,0,15818.79,15818.79
SLV,C222,AGO,C024,0,11580.46,11580.46
PRT,C620,AGO,C024,0,5779.503,5779.503
TUR,C792,AGO,C024,0,5778.666,5790.759
MLT,C470,AGO,C024,0,4980.603,4980.603
ESP,C724,AGO,C024,0,5752.252,5752.252
VCT,C670,AGO,C024,0,8587.411,8587.411
USA,C840,AGO,C024,0,10427.39,10653.89
FSM,C583,AGO,C024,0,16170.59,16170.59
GRC,C300,AGO,C024,0,5325.223,5325.223
COM,C174,AGO,C024,0,3301.018,3301.018
VEN,C862,AGO,C024,0,9137.924,9137.924
LVA,C428,AGO,C024,0,7388.835,7388.835
MUS,C480,AGO,C024,0,4915.372,4915.372
COL,C170,AGO,C024,0,9911.524,9911.524
BFA,C854,AGO,C024,0,2876.135,2876.135
GEO,C268,AGO,C024,0,6482.799,6482.799
GAB,C266,AGO,C024,0,1110.371,1110.371
UGA,C800,AGO,C024,0,2373.897,2373.897
TZA,C834,AGO,C024,0,2880.082,2498.828
POL,C616,AGO,C024,0,6838.712,6838.712
CUB,C192,AGO,C024,0,10977.25,10977.25
GUF,C254,AGO,C024,0,7436.134,7436.134
PHL,C608,AGO,C024,0,12159.63,12159.63
BOL,C068,AGO,C024,0,8830.234,8495.122
GIN,C324,AGO,C024,0,3804.649,3804.649
FLK,C238,AGO,C024,0,7947.249,7947.249
GNQ,C226,AGO,C024,0,1485.016,1485.016
CMR,C120,AGO,C024,0,1424.688,1424.688
KWT,C414,AGO,C024,0,5649.504,5649.504
ERI,C232,AGO,C024,0,3901.954,3901.954
DNK,C208,AGO,C024,0,7179.064,7179.064
CHL,C152,AGO,C024,0,8914.097,8914.097
IRL,C372,AGO,C024,0,7160.81,7160.81
RUS,C643,AGO,C024,0,7535.854,7535.854
CHE,C756,AGO,C024,0,6235.385,6235.385
ARM,C051,AGO,C024,0,6331.346,6331.346
URY,C858,AGO,C024,0,7581.052,7581.052
KHM,C116,AGO,C024,0,10393.31,10393.31
PRI,C630,AGO,C024,0,9222.951,9222.951
TCA,C796,AGO,C024,0,9801.308,9801.308
HKG,C344,AGO,C024,0,11504.13,11504.13
KIR,C296,AGO,C024,0,17657.94,17657.94
ATG,C028,AGO,C024,0,8746.965,8746.965
NLD,C528,AGO,C024,0,6856.132,6856.132
RWA,C646,AGO,C024,0,2014.346,2014.346
PNG,C598,AGO,C024,0,14529.4,14529.4
PAK,C586,AGO,C024,0,7889.046,7889.046
LSO,C426,AGO,C024,0,2721.224,2721.224
HUN,C348,AGO,C024,0,6296.004,6296.004
LUX,C442,AGO,C024,0,6540.273,6540.273
PAN,C591,AGO,C024,0,10468.29,10468.29
PER,C604,AGO,C024,0,9843.897,9843.897
BIH,C070,AGO,C024,0,5888.789,5888.789
KEN,C404,AGO,C024,0,2744.311,2744.311
MNG,C496,AGO,C024,0,11014.06,11014.06
CAN,C124,AGO,C024,0,10904.94,10635.11
BHR,C048,AGO,C024,0,5615.473,5615.473
SGP,C702,AGO,C024,0,10104.83,10104.83
AGO,C024,AIA,C660,0,8901.464,8901.464
STP,C678,AIA,C660,0,7876.781,7876.781
HND,C340,AIA,C660,0,2622.046,2622.046
TCD,C148,AIA,C660,0,8351.872,8351.872
GUY,C328,AIA,C660,0,1380.743,1380.743
MMR,C104,AIA,C660,0,15522.93,15522.93
MNP,C580,AIA,C660,0,15153.56,15153.56
MDG,C450,AIA,C660,0,12758.88,12758.88
KHM,C116,AIA,C660,0,16464.18,16464.18
ITA,C380,AIA,C660,0,7496.875,7496.875
SWZ,C748,AIA,C660,0,11307.62,11307.62
WSM,C882,AIA,C660,0,14169.17,14169.17
PAL,,AIA,C660,0,9648.739,9648.739
CRI,C188,AIA,C660,0,2442.21,2442.21
TKM,C795,AIA,C660,0,11291.61,11291.61
LKA,C144,AIA,C660,0,15094.98,15094.98
TJK,C762,AIA,C660,0,11963.44,11963.44
NGA,C566,AIA,C660,0,7316.091,7620.932
AND,C020,AIA,C660,0,6589.531,6589.531
BDI,C108,AIA,C660,0,10385.66,10385.66
NFK,C574,AIA,C660,0,14733.37,14733.37
TUN,C788,AIA,C660,0,7350.259,7350.259
ECU,C218,AIA,C660,0,2658.563,2658.563
GBR,C826,AIA,C660,0,6574.204,6574.204
MYS,C458,AIA,C660,0,17129.25,17129.25
KNA,C659,AIA,C660,0,110.3055,110.3055
SLV,C222,AIA,C660,0,2835.996,2835.996
GRL,C304,AIA,C660,0,5187.219,5187.219
IND,C356,AIA,C660,0,13294.82,13294.82
CCK,C166,AIA,C660,0,17786.57,17786.57
SAU,C682,AIA,C660,0,11057.99,11057.99
FRO,C234,AIA,C660,0,6504.594,6504.594
JAM,C388,AIA,C660,0,1452.869,1452.869
MSR,C500,AIA,C660,0,191.4117,191.4117
MWI,C454,AIA,C660,0,11209.52,11209.52
DZA,C012,AIA,C660,0,6708.63,6708.63
OMN,C512,AIA,C660,0,12175.68,12175.68
SDN,C729,AIA,C660,0,10051.97,10051.97
CXR,C162,AIA,C660,0,18545.94,18545.94
MRT,C478,AIA,C660,0,4965.889,4965.889
ARM,C051,AIA,C660,0,10127.37,10127.37
ISL,C352,AIA,C660,0,5965.551,5965.551
CHE,C756,AIA,C660,0,7076.804,7076.804
VUT,C548,AIA,C660,0,14614.55,14614.55
CPV,C132,AIA,C660,0,4229.038,4229.038
ARG,C032,AIA,C660,0,5905.684,5905.684
GIB,C292,AIA,C660,0,5960.349,5960.349
JPN,C392,AIA,C660,0,13571.93,13571.93
SOM,C706,AIA,C660,0,11885.28,11885.28
CAF,C140,AIA,C660,0,8986.486,8986.486
COG,C178,AIA,C660,0,8933.88,8933.88
PER,C604,AIA,C660,0,3707.215,3707.215
PRY,C600,AIA,C660,0,4873.046,4873.046
NCL,C540,AIA,C660,0,14865.49,14865.49
DMA,C212,AIA,C660,0,370.8826,370.8826
AUT,C040,AIA,C660,0,7742.359,7742.359
SVN,C705,AIA,C660,0,7620.428,7620.428
GHA,C288,AIA,C660,0,6953.366,6953.366
HTI,C332,AIA,C660,0,979.3344,979.3344
MAC,C446,AIA,C660,0,15512.78,15512.78
BEL,C056,AIA,C660,0,6876.788,6876.788
NIC,C558,AIA,C660,0,2584.515,2584.515
FJI,C242,AIA,C660,0,13566.02,13566.02
ARE,C784,AIA,C660,0,11757.2,11757.2
EST,C233,AIA,C660,0,8157.063,8157.063
UZB,C860,AIA,C660,0,11788.01,11788.01
SYC,C690,AIA,C660,0,13191.42,13191.42
TMP,,AIA,C660,0,18610.23,18610.23
SHN,C654,AIA,C660,0,7344.848,7344.848
CYM,C136,AIA,C660,0,1933.212,1933.212
GLP,C312,AIA,C660,0,284.5707,284.5707
IDN,C360,AIA,C660,0,18292.94,18292.94
MEX,C484,AIA,C660,0,3798.638,3798.638
PCN,C612,AIA,C660,0,8709.978,8709.978
THA,C764,AIA,C660,0,16046.65,16046.65
BWA,C072,AIA,C660,0,10755.58,10755.58
NAM,C516,AIA,C660,0,9826.64,9826.64
CIV,C384,AIA,C660,0,6564.114,6380.052
ZWE,C716,AIA,C660,0,11045.85,11045.85
SEN,C686,AIA,C660,0,4874.319,4874.319
ISR,C376,AIA,C660,0,9657.363,9657.363
CMR,C120,AIA,C660,0,8254.07,8254.07
BGD,C050,AIA,C660,0,14548.35,14548.35
AFG,C004,AIA,C660,0,12292.16,12292.16
COK,C184,AIA,C660,0,11407.72,11407.72
MOZ,C508,AIA,C660,0,11437.66,11437.66
RWA,C646,AIA,C660,0,10415.35,10415.35
SPM,C666,AIA,C660,0,3229.092,3229.092
TWN,C158,AIA,C660,0,15188.89,15188.89
JOR,C400,AIA,C660,0,9765.969,9765.969
ALB,C008,AIA,C660,0,8108.476,8108.476
LBN,C422,AIA,C660,0,9655.041,9655.041
BRB,C052,AIA,C660,0,678.8924,678.8924
NLD,C528,AIA,C660,0,6931.505,6931.505
LAO,C418,AIA,C660,0,15711.67,15711.67
NZL,C554,AIA,C660,0,13963.56,13963.56
DOM,C214,AIA,C660,0,710.1719,710.1719
URY,C858,AIA,C660,0,5958.545,5958.545
NOR,C578,AIA,C660,0,7370.367,7370.367
ZAF,C710,AIA,C660,0,10390.02,11008.9
ROM,,AIA,C660,0,8547.076,8547.076
PRK,C408,AIA,C660,0,13599.25,13599.25
POL,C616,AIA,C660,0,8025.102,8025.102
IRQ,C368,AIA,C660,0,10443.62,10443.62
TUR,C792,AIA,C660,0,8862.689,9214.08
GUF,C254,AIA,C660,0,1883.692,1883.692
TGO,C768,AIA,C660,0,7101.722,7101.722
BMU,C060,AIA,C660,0,1577.063,1577.063
GRD,C308,AIA,C660,0,699.3012,699.3012
MLI,C466,AIA,C660,0,5921.195,5921.195
MTQ,C474,AIA,C660,0,454.8102,454.8102
YUG,,AIA,C660,0,8101.416,8101.416
LCA,C662,AIA,C660,0,517.793,517.793
ABW,C533,AIA,C660,0,983.2682,983.2682
GNB,C624,AIA,C660,0,5131.831,5131.831
FRA,C250,AIA,C660,0,6710.57,6710.57
KAZ,C398,AIA,C660,0,12066.74,11133.47
HKG,C344,AIA,C660,0,15517.92,15517.92
AZE,C031,AIA,C660,0,10525.91,10525.91
MDV,C462,AIA,C660,0,14654.97,14654.97
BRN,C096,AIA,C660,0,17448.25,17448.25
LBR,C430,AIA,C660,0,5818.604,5818.604
VNM,C704,AIA,C660,0,15503.53,15503.53
COL,C170,AIA,C660,0,1997.527,1997.527
CHN,C156,AIA,C660,0,13563.45,13563.45
SVK,C703,AIA,C660,0,7801.975,7801.975
ANT,C530,AIA,C660,0,927.4568,927.4568
SLE,C694,AIA,C660,0,5481.237,5481.237
TZA,C834,AIA,C660,0,11557.67,11159.3
MKD,C807,AIA,C660,0,8230.904,8230.904
KOR,C410,AIA,C660,0,13743.52,13743.52
IRN,C364,AIA,C660,0,10898.14,10898.14
BFA,C854,AIA,C660,0,6596.8,6596.8
REU,C638,AIA,C660,0,13619.2,13619.2
MDA,C498,AIA,C660,0,8686.297,8686.297
FSM,C583,AIA,C660,0,14704.03,14704.03
BRA,C076,AIA,C660,0,4977.742,4132.483
SUR,C740,AIA,C660,0,1616.524,1616.524
BOL,C068,AIA,C660,0,3904.127,4158.275
CHL,C152,AIA,C660,0,5812.355,5812.355
ESH,C732,AIA,C660,0,5184.992,5184.992
NPL,C524,AIA,C660,0,13891.39,13891.39
BTN,C064,AIA,C660,0,14158.53,14158.53
RUS,C643,AIA,C660,0,9001.682,9001.682
ZAR,,AIA,C660,0,8943.317,8943.317
CUB,C192,AIA,C660,0,2085.536,2085.536
SYR,C760,AIA,C660,0,9740.081,9740.081
LBY,C434,AIA,C660,0,7669.443,7669.443
MAR,C504,AIA,C660,0,5811.697,5811.697
BEN,C204,AIA,C660,0,7217.354,7242.226
CYP,C196,AIA,C660,0,9421.874,9421.874
GRC,C300,AIA,C660,0,8509.137,8509.137
EGY,C818,AIA,C660,0,9412.407,9412.407
DJI,C262,AIA,C660,0,11281.44,11281.44
KWT,C414,AIA,C660,0,10941.74,10941.74
LVA,C428,AIA,C660,0,8156.395,8156.395
USA,C840,AIA,C660,0,2717.069,2664.217
MLT,C470,AIA,C660,0,7746.688,7746.688
PRT,C620,AIA,C660,0,5655.651,5655.651
MUS,C480,AIA,C660,0,13816.65,13816.65
SLB,C090,AIA,C660,0,15296.01,15296.01
GMB,C270,AIA,C660,0,4985.465,4985.465
ETH,C231,AIA,C660,0,10940.08,10940.08
NIU,C570,AIA,C660,0,12380.23,12380.23
AIA,C660,AIA,C660,0,3.79869,3.79869
LTU,C440,AIA,C660,0,8269.709,8269.709
TON,C776,AIA,C660,0,12972.39,12972.39
WLF,C876,AIA,C660,0,12887.44,12887.44
HRV,C191,AIA,C660,0,7736.063,7736.063
NRU,C520,AIA,C660,0,14230.17,14230.17
GTM,C320,AIA,C660,0,2954.631,2954.631
LSO,C426,AIA,C660,0,11048.21,11048.21
GAB,C266,AIA,C660,0,8154.083,8154.083
QAT,C634,AIA,C660,0,11459.47,11459.47
TUV,C798,AIA,C660,0,13234.22,13234.22
PYF,C258,AIA,C660,0,10264.94,10264.94
PLW,C585,AIA,C660,0,16598.35,16598.35
CZE,C203,AIA,C660,0,7588.314,7588.314
AUS,C036,AIA,C660,0,16217.81,16337.33
KIR,C296,AIA,C660,0,13507.8,13507.8
TTO,C780,AIA,C660,0,860.368,860.368
VCT,C670,AIA,C660,0,591.869,591.869
FIN,C246,AIA,C660,0,8160.294,8160.294
PNG,C598,AIA,C660,0,16636.75,16636.75
LUX,C442,AIA,C660,0,6993.768,6993.768
BIH,C070,AIA,C660,0,7954.177,7954.177
PRI,C630,AIA,C660,0,324.5992,324.5992
TKL,C772,AIA,C660,0,12319.73,12319.73
BLZ,C084,AIA,C660,0,2728.327,2728.327
MHL,C584,AIA,C660,0,13441.06,13441.06
DNK,C208,AIA,C660,0,7455.702,7455.702
ESP,C724,AIA,C660,0,6138.721,6138.721
IRL,C372,AIA,C660,0,6217.235,6217.235
BLR,C112,AIA,C660,0,8426.104,8426.104
BHS,C044,AIA,C660,0,1660.373,1660.373
KGZ,C417,AIA,C660,0,11970.53,11970.53
VGB,C092,AIA,C660,0,165.8035,165.8035
ATG,C028,AIA,C660,0,177.8854,177.8854
BHR,C048,AIA,C660,0,11330.65,11330.65
MNG,C496,AIA,C660,0,12606.91,12606.91
FLK,C238,AIA,C660,0,7798.218,7798.218
BGR,C100,AIA,C660,0,8365.194,8365.194
PAN,C591,AIA,C660,0,2053.092,2053.092
PAK,C586,AIA,C660,0,12622.37,12622.37
DEU,C276,AIA,C660,0,7065.73,7509.339
ZMB,C894,AIA,C660,0,10685.62,10685.62
VEN,C862,AIA,C660,0,946.1678,946.1678
KEN,C404,AIA,C660,0,11108.07,11108.07
GEO,C268,AIA,C660,0,10078.81,10078.81
CAN,C124,AIA,C660,0,3217.205,3246.005
COM,C174,AIA,C660,0,12126.61,12126.61
HUN,C348,AIA,C660,0,7949.861,7949.861
PHL,C608,AIA,C660,0,16352.84,16352.84
TCA,C796,AIA,C660,0,918.5014,918.5014
GNQ,C226,AIA,C660,0,7970.402,7970.402
UKR,C804,AIA,C660,0,8711.546,8711.546
SMR,C674,AIA,C660,0,7479.189,7479.189
GIN,C324,AIA,C660,0,5192.66,5192.66
UGA,C800,AIA,C660,0,10602.5,10602.5
YEM,C887,AIA,C660,0,11231.5,11231.5
NER,C562,AIA,C660,0,6959.764,6959.764
SWE,C752,AIA,C660,0,7781.382,7781.382
SGP,C702,AIA,C660,0,17433.24,17433.24
ERI,C232,AIA,C660,0,10700.66,10700.66
MUS,C480,ALB,C008,0,7871.458,7871.458
SPM,C666,ALB,C008,0,5871.867,5871.867
OMN,C512,ALB,C008,0,4096.846,4096.846
BGD,C050,ALB,C008,0,6719.066,6719.066
CAF,C140,ALB,C008,0,4114.247,4114.247
SDN,C729,ALB,C008,0,3119.727,3119.727
KEN,C404,ALB,C008,0,5045.083,5045.083
PHL,C608,ALB,C008,0,9850.101,9850.101
AUS,C036,ALB,C008,0,15722.44,15620.51
ISR,C376,ALB,C008,0,1680.884,1680.884
PRK,C408,ALB,C008,0,8371.93,8371.93
JPN,C392,ALB,C008,0,9501.873,9501.873
MWI,C454,ALB,C008,0,6321.25,6321.25
PAK,C586,ALB,C008,0,4709.623,4709.623
NCL,C540,ALB,C008,0,16267.53,16267.53
SWE,C752,ALB,C008,0,2006.998,2006.998
TJK,C762,ALB,C008,0,4136.511,4136.511
DEU,C276,ALB,C008,0,1493.096,1336.744
NFK,C574,ALB,C008,0,16854.55,16854.55
CPV,C132,ALB,C008,0,5090.82,5090.82
MNP,C580,ALB,C008,0,11641.92,11641.92
PCN,C612,ALB,C008,0,16723.36,16723.36
SVN,C705,ALB,C008,0,678.3095,678.3095
ECU,C218,ALB,C008,0,10728.15,10728.15
PER,C604,ALB,C008,0,11472.13,11472.13
TUR,C792,ALB,C008,0,765.4231,1110.814
FJI,C242,ALB,C008,0,16745.12,16745.12
MDG,C450,ALB,C008,0,7283.476,7283.476
IRQ,C368,ALB,C008,0,2343.134,2343.134
ARE,C784,ALB,C008,0,3702.809,3702.809
CXR,C162,ALB,C008,0,10442.01,10442.01
BIH,C070,ALB,C008,0,303.8697,303.8697
THA,C764,ALB,C008,0,8241.192,8241.192
MLI,C466,ALB,C008,0,4178.792,4178.792
ARM,C051,ALB,C008,0,2077.855,2077.855
TUN,C788,ALB,C008,0,968.0001,968.0001
DZA,C012,ALB,C008,0,1533.738,1533.738
GNB,C624,ALB,C008,0,4758.288,4758.288
SAU,C682,ALB,C008,0,3104.873,3104.873
SGP,C702,ALB,C008,0,9424.125,9424.125
NIC,C558,ALB,C008,0,10434.08,10434.08
COK,C184,ALB,C008,0,17792.69,17792.69
RWA,C646,ALB,C008,0,4925.967,4925.967
SOM,C706,ALB,C008,0,5067.311,5067.311
BDI,C108,ALB,C008,0,5067.598,5067.598
TCD,C148,ALB,C008,0,3280.218,3280.218
AND,C020,ALB,C008,0,1519.551,1519.551
IND,C356,ALB,C008,0,5322.44,5322.44
DMA,C212,ALB,C008,0,8173.444,8173.444
AUT,C040,ALB,C008,0,812.9326,812.9326
SHN,C654,ALB,C008,0,6892.819,6892.819
ALB,C008,ALB,C008,0,63.77311,63.77311
EGY,C818,ALB,C008,0,1623.328,1623.328
ZAF,C710,ALB,C008,0,8378.26,7514.299
JOR,C400,ALB,C008,0,1773.421,1773.421
ITA,C380,ALB,C008,0,611.7626,611.7626
CHL,C152,ALB,C008,0,12432.5,12432.5
BRN,C096,ALB,C008,0,10082.97,10082.97
COG,C178,ALB,C008,0,5092.883,5092.883
TMP,,ALB,C008,0,11960.79,11960.79
BRA,C076,ALB,C008,0,9943.985,9414.849
SLB,C090,ALB,C008,0,14760.26,14760.26
ISL,C352,ALB,C008,0,3675.061,3675.061
LCA,C662,ALB,C008,0,8230.828,8230.828
EST,C233,ALB,C008,0,2041.537,2041.537
TUV,C798,ALB,C008,0,15853.2,15853.2
ABW,C533,ALB,C008,0,9091.742,9091.742
MDA,C498,ALB,C008,0,955.9489,955.9489
AZE,C031,ALB,C008,0,2520.89,2520.89
LBN,C422,ALB,C008,0,1609.733,1609.733
KHM,C116,ALB,C008,0,8762.518,8762.518
HND,C340,ALB,C008,0,10354.04,10354.04
VNM,C704,ALB,C008,0,8172.986,8172.986
MTQ,C474,ALB,C008,0,8197.883,8197.883
SYC,C690,ALB,C008,0,6266.362,6266.362
BMU,C060,ALB,C008,0,7305.79,7305.79
HTI,C332,ALB,C008,0,8840.73,8840.73
NAM,C516,ALB,C008,0,7117.55,7117.55
VGB,C092,ALB,C008,0,8219.744,8219.744
WSM,C882,ALB,C008,0,15940.78,15940.78
MSR,C500,ALB,C008,0,8144.219,8144.219
NRU,C520,ALB,C008,0,14417.34,14417.34
SLE,C694,ALB,C008,0,4893.526,4893.526
CMR,C120,ALB,C008,0,4253.419,4253.419
YUG,,ALB,C008,1,393.4831,393.4831
QAT,C634,ALB,C008,0,3422.078,3422.078
PAN,C591,ALB,C008,0,10127.47,10127.47
PAL,,ALB,C008,0,1700.268,1700.268
GHA,C288,ALB,C008,0,4453.75,4453.75
IDN,C360,ALB,C008,0,10212.24,10212.24
MAR,C504,ALB,C008,0,2473.619,2473.619
MOZ,C508,ALB,C008,0,7605.371,7605.371
KOR,C410,ALB,C008,0,8562.792,8562.792
CRI,C188,ALB,C008,0,10418.61,10418.61
ZAR,,ALB,C008,0,5099.663,5099.663
DJI,C262,ALB,C008,0,4015.761,4015.761
TWN,C158,ALB,C008,0,9109.091,9109.091
CCK,C166,ALB,C008,0,9878.188,9878.188
GRL,C304,ALB,C008,0,5089.978,5089.978
JAM,C388,ALB,C008,0,9240.724,9240.724
FRO,C234,ALB,C008,0,2900.948,2900.948
CIV,C384,ALB,C008,0,4655.998,4573.964
FRA,C250,ALB,C008,0,1603.534,1603.534
VUT,C548,ALB,C008,0,16048.52,16048.52
GUF,C254,ALB,C008,0,8166.574,8166.574
PRI,C630,ALB,C008,0,8344.56,8344.56
GRC,C300,ALB,C008,1,500.1241,500.1241
MYS,C458,ALB,C008,0,9108.602,9108.602
MNG,C496,ALB,C008,0,6559.96,6559.96
VCT,C670,ALB,C008,0,8309.629,8309.629
TGO,C768,ALB,C008,0,4321.444,4321.444
BRB,C052,ALB,C008,0,8181.91,8181.91
LBY,C434,ALB,C008,0,1126.319,1126.319
PRY,C600,ALB,C008,0,10877.48,10877.48
ETH,C231,ALB,C008,0,4050.716,4050.716
AFG,C004,ALB,C008,0,4342.117,4342.117
ESH,C732,ALB,C008,0,3392.319,3392.319
BWA,C072,ALB,C008,0,7381.93,7381.93
SUR,C740,ALB,C008,0,8338.317,8338.317
NPL,C524,ALB,C008,0,6050.166,6050.166
ZWE,C716,ALB,C008,0,6686.429,6686.429
NOR,C578,ALB,C008,0,2160.437,2160.437
PNG,C598,ALB,C008,0,13790.3,13790.3
NGA,C566,ALB,C008,0,4207.215,3788.67
SVK,C703,ALB,C008,0,788.7294,788.7294
MAC,C446,ALB,C008,0,8700.824,8700.824
NIU,C570,ALB,C008,0,17383.68,17383.68
GRD,C308,ALB,C008,0,8432.149,8432.149
PRT,C620,ALB,C008,0,2472.398,2472.398
FSM,C583,ALB,C008,0,13196.33,13196.33
ROM,,ALB,C008,0,617.6277,617.6277
MKD,C807,ALB,C008,1,155.9628,155.9628
MRT,C478,ALB,C008,0,4264.968,4264.968
LVA,C428,ALB,C008,0,1765.015,1765.015
BHR,C048,ALB,C008,0,3285.379,3285.379
ATG,C028,ALB,C008,0,8082.156,8082.156
CHE,C756,ALB,C008,0,1167.984,1167.984
LBR,C430,ALB,C008,0,4933.823,4933.823
PYF,C258,ALB,C008,0,17197.47,17197.47
MMR,C104,ALB,C008,0,7666.058,7666.058
NZL,C554,ALB,C008,0,17971.9,17971.9
DOM,C214,ALB,C008,0,8638.148,8638.148
HKG,C344,ALB,C008,0,8747.532,8747.532
GEO,C268,ALB,C008,0,2076.242,2076.242
KWT,C414,ALB,C008,0,2868.303,2868.303
HRV,C191,ALB,C008,0,585.956,585.956
GLP,C312,ALB,C008,0,8153.266,8153.266
FLK,C238,ALB,C008,0,12773.21,12773.21
BOL,C068,ALB,C008,0,11056.12,11008.7
GNQ,C226,ALB,C008,0,4325.311,4325.311
MLT,C470,ALB,C008,0,759.1236,759.1236
BTN,C064,ALB,C008,0,6426.47,6426.47
CZE,C203,ALB,C008,0,1060.922,1060.922
URY,C858,ALB,C008,0,11489.65,11489.65
ANT,C530,ALB,C008,0,9028.003,9028.003
COL,C170,ALB,C008,0,10083.01,10083.01
ARG,C032,ALB,C008,0,11632.19,11632.19
LAO,C418,ALB,C008,0,8119.246,8119.246
TKM,C795,ALB,C008,0,3299.434,3299.434
KGZ,C417,ALB,C008,0,4444.737,4444.737
PLW,C585,ALB,C008,0,11474.01,11474.01
KAZ,C398,ALB,C008,0,4615.345,4033.054
BLR,C112,ALB,C008,0,1505.639,1505.639
LKA,C144,ALB,C008,0,7028.389,7028.389
AGO,C024,ALB,C008,0,5623.827,5623.827
POL,C616,ALB,C008,0,1218.313,1218.313
TKL,C772,ALB,C008,0,16251.92,16251.92
WLF,C876,ALB,C008,0,16548.34,16548.34
MHL,C584,ALB,C008,0,13898.79,13898.79
MEX,C484,ALB,C008,0,10807.12,10807.12
ESP,C724,ALB,C008,0,1977.061,1977.061
KIR,C296,ALB,C008,0,14570.17,14570.17
VEN,C862,ALB,C008,0,8971.885,8971.885
FIN,C246,ALB,C008,0,2122.475,2122.475
IRL,C372,ALB,C008,0,2355.755,2355.755
ZMB,C894,ALB,C008,0,6381.482,6381.482
